user_id,n_features,max_weight,mean_weight
674282,39,0.3905,0.1437
674391,15,0.4012,0.2392
674412,51,0.4554,0.1227
674833,21,0.3229,0.2083
674855,22,0.3112,0.2053
674873,32,0.7049,0.1335
674875,76,0.2408,0.1062
674901,73,0.3917,0.1024
675185,3,0.6857,0.5717
675388,22,0.3519,0.2018
675440,37,0.418,0.1478
675572,43,0.3235,0.1428
675740,10,0.4216,0.3058
675987,35,0.2662,0.1626
676030,33,0.2552,0.1669
676073,41,0.64,0.1222
676234,87,0.5079,0.0851
676292,64,0.5409,0.1054
677163,32,0.2684,0.1716
677166,3,0.8014,0.5434
677218,33,0.3241,0.1648
677375,50,0.2309,0.1344
677434,1,1.0,1.0
677454,20,0.5537,0.1972
677491,7,0.4859,0.3648
677961,27,0.3469,0.1798
677971,7,0.4999,0.3665
678102,34,0.2726,0.1598
678156,23,0.3432,0.1958
678230,25,0.6777,0.162
678326,24,0.4553,0.1905
678409,18,0.3383,0.2277
678455,4,0.619,0.493
678983,10,0.6511,0.2905
679068,12,0.376,0.2797
679183,50,0.2692,0.1347
679779,20,0.3752,0.2144
679851,13,0.4593,0.2609
680065,10,0.5162,0.3038
680329,27,0.2923,0.1841
680360,30,0.3025,0.1739
680573,27,0.336,0.1802
680641,49,0.226,0.138
680656,41,0.2665,0.1488
680807,12,0.4313,0.2785
680917,31,0.5427,0.1599
680947,64,0.4446,0.107
681031,10,0.5304,0.3018
681120,19,0.5029,0.2041
681755,52,0.4538,0.1171
682287,45,0.4211,0.139
682289,20,0.3755,0.2087
682304,66,0.2179,0.1177
682469,30,0.4287,0.1674
682471,112,0.328,0.085
682635,262,0.1941,0.0563
682698,40,0.4531,0.1257
682721,23,0.3345,0.1984
682988,46,0.2451,0.1397
683153,18,0.4304,0.2243
683344,10,0.7024,0.2781
683458,87,0.6963,0.0734
683555,81,0.2235,0.1066
683627,65,0.1743,0.1191
684011,5,0.4944,0.4365
684033,19,0.3438,0.2169
684177,22,0.3598,0.2034
684352,4,0.6039,0.4844
684384,20,0.3653,0.2142
684386,14,0.3768,0.2551
684391,60,0.2718,0.1219
684584,4,0.5698,0.4977
684986,23,0.631,0.1751
685067,13,0.4542,0.2683
685226,89,0.2592,0.0997
685249,41,0.2272,0.1494
685347,24,0.327,0.197
685500,42,0.2537,0.1465
685601,19,0.5941,0.2067
685766,13,0.4113,0.249
685933,83,0.494,0.0875
685941,17,0.3782,0.2329
685963,1,1.0,1.0
686079,6,0.5861,0.3934
686144,4,0.6553,0.4856
686548,55,0.4998,0.1196
686617,23,0.3577,0.1944
686798,28,0.3336,0.179
687131,38,0.2453,0.1538
687286,94,0.2918,0.0949
687495,69,0.5786,0.0804
687542,28,0.5768,0.1663
687604,24,0.3566,0.1957
687665,136,0.3573,0.0747
688068,18,0.3998,0.2211
688116,53,0.3145,0.1292
688214,21,0.4088,0.2074
688944,15,0.3753,0.2482
689153,9,0.5263,0.3145
689177,87,0.2272,0.103
689277,22,0.3481,0.2032
689486,86,0.31,0.0979
689720,23,0.4519,0.1906
689779,6,0.6325,0.3923
689794,90,0.4253,0.0772
689824,52,0.204,0.1326
690005,31,0.6605,0.1323
690058,104,0.2933,0.0866
690207,19,0.3274,0.221
690432,13,0.4716,0.2591
690769,70,0.3982,0.1038
691046,9,0.5709,0.3087
691110,12,0.3641,0.2841
691283,43,0.2701,0.1433
691348,26,0.4082,0.175
691623,21,0.5953,0.1815
692015,92,0.2958,0.0907
692269,7,0.5152,0.3684
692544,2,0.8109,0.698
692563,5,0.6194,0.4295
692570,35,0.292,0.1575
692695,3,0.9189,0.492
692844,2,0.8577,0.6859
692873,67,0.3273,0.1066
692899,21,0.3802,0.206
693241,12,0.4241,0.2771
693484,46,0.5335,0.1308
693487,15,0.3399,0.253
693584,8,0.4978,0.3346
693842,46,0.3491,0.1379
693884,31,0.4599,0.1632
694101,15,0.3971,0.2507
694438,41,0.3213,0.1441
694643,68,0.3341,0.1086
694699,24,0.3687,0.1943
694738,11,0.5101,0.2786
694949,2,0.9557,0.625
695212,110,0.2241,0.089
695427,51,0.3791,0.1279
695530,19,0.5204,0.2111
695572,12,0.4386,0.2684
695772,91,0.2243,0.0986
695810,10,0.4036,0.3067
695828,45,0.2559,0.1424
695839,68,0.3305,0.1092
695859,4,0.5992,0.4887
696180,38,0.7819,0.0893
696449,59,0.3108,0.12
696514,15,0.3671,0.2427
696607,6,0.5321,0.3926
696920,23,0.3442,0.2009
696982,40,0.2701,0.1532
697027,29,0.2806,0.1775
697345,11,0.5219,0.2865
697675,42,0.2554,0.1497
697730,16,0.3813,0.2363
698522,51,0.2319,0.1341
698652,40,0.3421,0.1484
698894,30,0.2979,0.1709
699101,53,0.2304,0.1302
699116,8,0.4764,0.3384
699196,28,0.435,0.1766
699537,5,0.6302,0.432
699720,56,0.2325,0.1287
699758,14,0.4581,0.2428
699815,59,0.3726,0.1114
700152,32,0.3134,0.1686
700189,30,0.2889,0.1728
700505,13,0.3619,0.269
700515,106,0.1973,0.0924
700649,39,0.2467,0.1527
700650,15,0.4104,0.2426
700829,67,0.6712,0.0808
701294,8,0.6143,0.3338
701431,8,0.4493,0.3484
701604,70,0.288,0.1091
701804,6,0.5586,0.3944
701953,37,0.2422,0.1556
702129,8,0.4903,0.3451
702459,19,0.3396,0.2203
702693,1,1.0,1.0
702719,187,0.2493,0.0658
702888,14,0.353,0.2632
702903,11,0.7143,0.2524
703082,1,1.0,1.0
703164,9,0.6543,0.3066
703212,18,0.3975,0.2245
703303,9,0.5516,0.3122
703367,20,0.3573,0.2122
703403,98,0.3428,0.0873
703463,75,0.3441,0.1
703619,3,0.7565,0.56
703645,26,0.466,0.1745
703763,21,0.3014,0.2088
703878,7,0.4866,0.3708
703916,11,0.4478,0.2813
704104,33,0.3822,0.1619
704205,83,0.5159,0.0939
704410,11,0.446,0.288
704553,48,0.2397,0.1387
704555,5,0.5353,0.4324
704627,10,0.4464,0.3024
704759,26,0.3795,0.1875
704760,4,0.6393,0.4842
704848,26,0.3245,0.1892
704882,22,0.3132,0.2023
705107,33,0.2674,0.1649
705204,52,0.5144,0.1106
705228,20,0.3437,0.2134
705375,9,0.5741,0.2998
705749,68,0.429,0.1087
705770,59,0.201,0.1246
706195,23,0.4713,0.1917
706208,5,0.5635,0.4309
706315,1,1.0,1.0
706624,18,0.344,0.2257
706785,20,0.3854,0.2109
706963,1,1.0,1.0
707110,30,0.4671,0.1636
707127,36,0.5417,0.143
707140,133,0.2951,0.0785
707284,45,0.2185,0.141
707453,7,0.8959,0.2767
707806,60,0.2237,0.1221
708003,77,0.2521,0.105
708072,1,1.0,1.0
708088,90,0.2189,0.0991
708164,15,0.3563,0.2499
708375,25,0.2943,0.1912
708711,13,0.3612,0.2701
708833,1,1.0,1.0
709010,11,0.5622,0.2802
709420,11,0.4292,0.2837
709422,79,0.3408,0.1015
709444,29,0.3505,0.1741
709464,39,0.2847,0.1516
709481,52,0.699,0.0879
709586,36,0.4236,0.1498
710272,35,0.251,0.1651
710402,24,0.326,0.1931
710456,58,0.1927,0.1249
710598,37,0.261,0.1568
710747,26,0.7105,0.1529
710829,28,0.275,0.1799
711131,92,0.3642,0.0934
711161,30,0.2638,0.1747
711604,32,0.5645,0.1456
711736,29,0.5892,0.161
711802,5,0.5688,0.4412
712317,298,0.2355,0.0487
712409,57,0.2074,0.1259
712887,42,0.6702,0.1239
713025,20,0.4553,0.21
713164,49,0.2574,0.135
713304,14,0.3652,0.2592
713463,9,0.4861,0.3254
713701,22,0.3666,0.2005
713777,39,0.2625,0.1519
713832,18,0.3061,0.2291
714167,24,0.3218,0.1963
714178,31,0.2642,0.1699
714227,9,0.4954,0.3216
714272,62,0.4648,0.1105
714393,28,0.27,0.1813
714738,84,0.1671,0.1045
714915,6,0.5909,0.392
714922,14,0.4322,0.2557
715109,21,0.2943,0.2087
715129,12,0.5459,0.2676
715505,38,0.3135,0.1532
715567,8,0.4468,0.3493
715729,2,0.8614,0.6847
715734,10,0.4115,0.307
715957,40,0.2869,0.1473
716088,16,0.3962,0.2375
716185,19,0.5071,0.2114
716200,8,0.4754,0.3417
716228,42,0.3949,0.1429
716308,15,0.3485,0.2479
716345,35,0.2648,0.1629
716698,20,0.4711,0.2046
716779,24,0.4312,0.1912
717118,11,0.4846,0.2871
717386,43,0.2352,0.1442
717418,16,0.4043,0.2371
717640,19,0.3954,0.2193
717925,24,0.4214,0.1866
718463,32,0.3948,0.1655
718464,10,0.4077,0.301
718498,4,0.6033,0.4896
718600,11,0.4965,0.2912
718603,64,0.315,0.1162
719006,58,0.585,0.1037
719092,21,0.3374,0.2092
719172,103,0.1469,0.0945
719178,11,0.4697,0.2834
719247,41,0.2428,0.1517
719584,23,0.3008,0.1995
719589,1,1.0,1.0
719845,6,0.5484,0.3832
719992,33,0.2774,0.1644
720086,18,0.4096,0.2314
720232,28,0.2763,0.1817
720255,37,0.2914,0.1574
720457,33,0.4223,0.1547
720503,14,0.3823,0.2587
720545,2,0.8617,0.6846
720583,62,0.2527,0.121
720638,14,0.5243,0.2527
720652,35,0.3003,0.1582
720727,29,0.3105,0.1723
720730,4,0.7389,0.4717
720833,34,0.2835,0.1625
720842,37,0.2755,0.1538
721097,6,0.6324,0.3596
721217,8,0.4378,0.34
721250,30,0.4466,0.1644
721438,24,0.3134,0.1957
721605,46,0.2754,0.1381
721940,10,0.4432,0.3065
721975,4,0.6433,0.4793
722045,9,0.4661,0.3255
722217,19,0.4825,0.2077
722462,14,0.5087,0.2519
722545,30,0.2901,0.1763
722730,7,0.5772,0.3622
723007,120,0.4127,0.0794
723049,4,0.5968,0.4884
723195,58,0.5718,0.1099
723477,33,0.3664,0.1627
723530,27,0.3237,0.1828
723709,13,0.5372,0.2548
724006,2,0.782,0.7026
724500,34,0.4763,0.1526
724774,19,0.4147,0.2203
724790,9,0.5482,0.3102
724810,29,0.2986,0.1778
724828,6,0.5886,0.3939
725114,31,0.4594,0.1597
725232,8,0.4669,0.3418
725261,8,0.4553,0.3394
725281,53,0.3529,0.1246
725287,112,0.2824,0.0883
725316,31,0.2483,0.1752
725688,25,0.655,0.1615
725696,54,0.2719,0.1286
725910,39,0.4297,0.1371
726066,47,0.22,0.1402
726372,43,0.3517,0.1396
726635,23,0.3334,0.1977
727261,38,0.3165,0.1498
727427,24,0.3359,0.1896
727860,29,0.2701,0.1751
728022,43,0.2478,0.1472
728168,66,0.186,0.118
728203,11,0.4127,0.293
728328,17,0.3938,0.2361
728714,14,0.3516,0.2596
728892,5,0.6838,0.4113
728991,4,0.6053,0.4729
729246,22,0.5645,0.1914
729321,20,0.363,0.2096
729551,23,0.3432,0.1971
729805,50,0.3355,0.1284
730102,12,0.375,0.2852
730151,24,0.3291,0.1886
730424,9,0.6041,0.3074
730590,11,0.374,0.2943
730620,84,0.248,0.0982
730679,9,0.407,0.3281
730940,23,0.4406,0.1903
730954,8,0.4905,0.3374
731013,67,0.3313,0.107
731136,28,0.2951,0.1815
731213,45,0.484,0.122
731563,46,0.5899,0.1249
731851,18,0.3822,0.23
731961,11,0.48,0.2795
732060,5,0.542,0.4427
732207,18,0.3946,0.2211
732400,38,0.4605,0.142
732585,25,0.6155,0.1641
732613,4,0.6967,0.4778
732623,13,0.4729,0.2542
732794,2,0.7311,0.7067
733252,54,0.3501,0.1253
733254,36,0.4993,0.1357
733420,19,0.3769,0.2149
733479,14,0.3813,0.2583
733729,33,0.4459,0.1572
733807,39,0.6478,0.1312
733882,20,0.2895,0.2192
734056,23,0.3134,0.1984
734184,18,0.3451,0.2241
734213,7,0.4788,0.3656
734244,17,0.3894,0.2319
734269,395,0.2698,0.0366
734536,59,0.437,0.1133
734880,9,0.4897,0.3206
734935,4,0.5771,0.4938
735159,52,0.2111,0.1333
735412,48,0.2418,0.1372
735511,5,0.6205,0.4286
735531,28,0.2794,0.1787
735550,23,0.4059,0.1927
735670,44,0.3191,0.1407
736025,1,1.0,1.0
736233,78,0.3256,0.0959
736479,6,0.5419,0.3973
736554,6,0.5262,0.3994
736600,37,0.2497,0.1579
736614,48,0.5265,0.1195
737032,14,0.4433,0.2556
737038,40,0.2626,0.1498
737105,36,0.2549,0.1604
737479,15,0.3704,0.252
737553,10,0.5764,0.2876
737652,10,0.4514,0.3077
737669,13,0.4202,0.2633
737846,62,0.3547,0.1161
737903,41,0.3022,0.1459
738073,33,0.5311,0.1352
738079,4,0.7044,0.4825
738100,24,0.757,0.1561
738175,6,0.5469,0.3962
738334,8,0.6588,0.319
738362,34,0.2796,0.1648
738688,32,0.3742,0.1597
738753,31,0.3754,0.1636
738824,42,0.4884,0.1393
738842,28,0.3412,0.1777
739408,12,0.4777,0.2717
739460,10,0.4117,0.3068
739521,45,0.5564,0.1283
739698,81,0.3743,0.1007
739758,11,0.4123,0.2866
739905,54,0.3747,0.1216
739968,61,0.549,0.1082
740056,14,0.4878,0.2531
740200,32,0.2629,0.1695
740661,21,0.3268,0.2094
740949,23,0.3313,0.1959
741007,28,0.4139,0.1687
741020,19,0.3166,0.2204
741054,90,0.4035,0.0848
741297,68,0.2723,0.1144
741440,87,0.4459,0.0788
741682,3,0.7778,0.5554
742197,52,0.2051,0.1332
742460,79,0.1602,0.1088
742657,12,0.6443,0.251
742893,52,0.2739,0.1307
743407,19,0.3283,0.2209
743485,14,0.3394,0.2587
743875,36,0.4099,0.1548
744504,48,0.2467,0.1385
744746,36,0.3793,0.1511
744755,226,0.3888,0.0552
744862,12,0.4537,0.2699
744980,18,0.3329,0.2291
745048,18,0.3633,0.2281
745198,9,0.5807,0.3105
745536,27,0.314,0.1854
745671,7,0.5716,0.3654
745674,54,0.3711,0.1217
745955,32,0.2492,0.1715
746203,7,0.5611,0.3619
746208,17,0.6097,0.2121
746337,4,0.6372,0.4891
746395,21,0.3714,0.2087
746421,6,0.5625,0.3983
746610,42,0.3295,0.1415
746929,27,0.2701,0.1834
747275,31,0.3638,0.1707
747286,47,0.2326,0.1385
747538,38,0.6359,0.1286
747557,6,0.6243,0.3882
747722,9,0.4253,0.3272
747861,58,0.344,0.1108
748191,8,0.489,0.3355
748241,13,0.4286,0.2611
748270,12,0.4089,0.2768
748599,21,0.395,0.2036
748644,22,0.352,0.2053
748673,56,0.2757,0.1241
748925,53,0.224,0.1316
748966,53,0.234,0.1297
749145,8,0.4141,0.3508
749159,19,0.3825,0.2157
749408,12,0.3424,0.2857
749561,18,0.6125,0.2035
749669,37,0.3698,0.1511
749725,49,0.8177,0.0905
749805,46,0.2702,0.1402
750495,55,0.3592,0.1223
750547,2,0.7633,0.7047
750600,64,0.2745,0.1173
750843,31,0.3036,0.1709
751018,13,0.3369,0.2724
751079,19,0.3343,0.2229
751409,24,0.3244,0.1951
751670,18,0.3214,0.2296
751710,55,0.3062,0.1201
751987,11,0.421,0.2845
752179,31,0.4961,0.1517
752291,19,0.2999,0.2202
752308,25,0.5217,0.1794
752444,170,0.3797,0.0629
752655,29,0.3612,0.1761
752988,48,0.3777,0.1336
752993,36,0.3922,0.1535
753097,10,0.4627,0.3099
753201,39,0.478,0.1376
753297,4,0.6508,0.4824
753365,27,0.4238,0.1737
753483,59,0.2288,0.1235
753696,47,0.3306,0.1314
753744,21,0.3596,0.2054
753814,8,0.4786,0.3464
753934,68,0.2201,0.1171
753943,16,0.3512,0.2411
754180,29,0.3114,0.1793
754528,21,0.5042,0.2012
754561,12,0.385,0.2804
754898,67,0.4369,0.1085
755079,6,0.522,0.3905
755204,23,0.5097,0.1902
755647,3,0.8571,0.5282
755739,23,0.3309,0.2013
755756,16,0.3733,0.2361
755843,23,0.3787,0.1958
755919,8,0.5612,0.3353
755963,13,0.5081,0.2649
756010,19,0.3244,0.2184
756182,37,0.2324,0.1569
756235,1,1.0,1.0
756477,2,0.7707,0.7039
756740,5,0.5718,0.4339
757142,201,0.5053,0.0516
757559,53,0.2135,0.131
757605,31,0.3581,0.1664
757772,24,0.5067,0.1816
758172,19,0.4444,0.2145
758697,2,0.8363,0.6923
758698,36,0.2429,0.1597
758846,32,0.2957,0.1693
758985,13,0.4401,0.265
759191,3,0.7163,0.5649
759294,54,0.3516,0.1274
759319,21,0.2955,0.2134
759497,40,0.5853,0.1308
759610,44,0.4073,0.1372
759698,20,0.3726,0.214
759699,41,0.2549,0.1485
759886,10,0.4207,0.3052
759968,5,0.6104,0.4358
760098,37,0.244,0.1572
760253,89,0.1918,0.1013
760287,6,0.4614,0.4068
760347,5,0.5498,0.4323
760635,7,0.5342,0.359
760782,16,0.3841,0.2365
761254,24,0.4924,0.1834
761466,50,0.3279,0.1325
761518,20,0.5193,0.204
761749,9,0.4993,0.3172
761885,183,0.0995,0.0715
761947,64,0.4458,0.1078
762351,38,0.4576,0.1466
762369,15,0.4167,0.2374
762406,16,0.4034,0.2387
762689,19,0.3562,0.2194
762723,22,0.3595,0.2027
762882,90,0.1553,0.1011
763199,69,0.1958,0.114
763933,12,0.4045,0.2766
764304,5,0.6099,0.4205
764992,5,0.6634,0.4269
765184,119,0.3912,0.0783
765508,22,0.3424,0.2055
765579,37,0.445,0.142
765593,56,0.2327,0.1262
765783,12,0.4826,0.2767
766528,51,0.2737,0.1306
766592,7,0.4696,0.3689
766605,9,0.5031,0.3066
766618,6,0.5651,0.3987
766808,61,0.2039,0.1222
766835,37,0.2747,0.1571
766836,4,0.6474,0.4903
766838,33,0.3815,0.1585
767393,39,0.2485,0.1541
767462,9,0.4901,0.3166
767535,28,0.3563,0.179
767734,37,0.395,0.1512
767997,28,0.2922,0.1791
768183,25,0.3902,0.1825
768226,18,0.385,0.2226
768255,37,0.4464,0.1406
768381,18,0.3986,0.2209
768459,45,0.2818,0.1415
768725,22,0.3585,0.2048
768780,16,0.3356,0.2402
768899,14,0.4667,0.249
769188,10,0.4163,0.3057
769499,50,0.3838,0.1282
769506,10,0.4724,0.2949
769588,84,0.24,0.1022
769591,7,0.5568,0.3681
769690,26,0.3969,0.1856
769905,23,0.5067,0.19
770011,9,0.436,0.3164
770118,22,0.2848,0.208
770163,22,0.3023,0.2078
770246,13,0.4335,0.2687
770264,50,0.2196,0.1351
770366,25,0.2745,0.1929
770453,68,0.2418,0.1154
770633,7,0.5295,0.3672
770675,18,0.3278,0.2275
770925,22,0.3369,0.2032
771070,8,0.4708,0.3422
771333,5,0.63,0.4201
771478,67,0.566,0.0998
771921,34,0.2768,0.1642
771971,28,0.3775,0.1735
772153,52,0.2298,0.1311
772554,33,0.3587,0.1591
772936,12,0.4053,0.2676
773191,93,0.2504,0.0962
773533,51,0.48,0.1226
773781,19,0.3851,0.2173
773882,12,0.3782,0.2845
774438,61,0.3498,0.1149
774736,11,0.4653,0.2909
774756,22,0.3274,0.2057
774909,29,0.2982,0.1777
775138,6,0.5385,0.3983
775440,63,0.1984,0.1192
775637,8,0.4927,0.3453
775911,83,0.3915,0.0968
775928,13,0.4773,0.2645
775972,5,0.5851,0.4309
776235,10,0.521,0.2982
776766,16,0.3939,0.2346
776886,32,0.47,0.158
777068,35,0.2892,0.161
777199,6,0.4823,0.4051
777890,6,0.7355,0.3735
778084,33,0.5637,0.1294
778106,17,0.3386,0.2344
778175,24,0.3423,0.1885
778232,28,0.3188,0.1746
778340,12,0.4048,0.2755
778506,34,0.3111,0.1628
778611,44,0.5991,0.1243
778898,138,0.2097,0.0796
778983,29,0.2708,0.1792
779070,12,0.4725,0.2733
779384,27,0.2732,0.1853
779482,39,0.242,0.1532
779639,17,0.4212,0.2292
780124,26,0.2615,0.1898
780125,23,0.3191,0.1991
780219,44,0.5151,0.1269
780339,136,0.2817,0.0789
780383,7,0.5662,0.3675
780447,31,0.3696,0.1683
781510,11,0.4335,0.2768
781542,9,0.4662,0.319
781608,24,0.4037,0.1864
782026,25,0.3619,0.1886
782075,29,0.5503,0.1653
782109,106,0.5476,0.0778
782264,12,0.4058,0.2786
782350,30,0.3188,0.1754
782537,2,0.8052,0.6991
782995,25,0.3123,0.1913
783130,26,0.4981,0.1744
783172,25,0.7036,0.1597
783323,1,1.0,1.0
783443,1,1.0,1.0
783480,16,0.3887,0.2425
783484,20,0.373,0.2102
783615,33,0.2848,0.1615
783681,4,0.6334,0.4793
783875,19,0.3125,0.2237
784211,24,0.3065,0.1964
784427,13,0.4077,0.2652
784453,12,0.4648,0.2773
784981,52,0.3502,0.1219
785068,32,0.2862,0.167
785132,41,0.3499,0.1348
785226,7,0.5699,0.3616
785908,29,0.3208,0.1751
786541,30,0.4216,0.165
786771,40,0.2253,0.1504
786955,10,0.4089,0.3024
787128,7,0.5497,0.3527
787153,34,0.3024,0.1614
787595,5,0.6988,0.4228
787667,5,0.65,0.4323
787862,11,0.4104,0.286
787868,3,0.8086,0.5465
787958,54,0.2139,0.1316
788634,47,0.2534,0.1395
789486,35,0.3778,0.1579
789752,29,0.4323,0.1709
790082,10,0.4416,0.3092
790386,28,0.3206,0.1806
790634,37,0.469,0.1497
790792,33,0.4652,0.1595
790873,27,0.2738,0.185
792259,193,0.3239,0.0617
792365,38,0.4231,0.1429
792406,27,0.2813,0.1846
792549,13,0.3857,0.2636
792840,1,1.0,1.0
792876,33,0.6324,0.1476
793186,300,0.1695,0.0548
793194,51,0.3259,0.1264
793196,12,0.5572,0.2696
793245,8,0.5036,0.3376
793306,4,0.6149,0.4839
793425,32,0.3476,0.1608
793684,33,0.2903,0.1654
793812,20,0.3326,0.2108
794253,5,0.5158,0.4441
794396,22,0.5924,0.1769
794794,17,0.3966,0.2299
794974,41,0.2592,0.146
795135,18,0.4728,0.2147
795222,141,0.1181,0.0817
795621,9,0.4348,0.3268
796007,56,0.3838,0.119
796369,40,0.2749,0.1494
796494,22,0.3196,0.2029
796506,26,0.3279,0.1877
796733,11,0.4254,0.288
796796,14,0.3698,0.2571
796814,10,0.4004,0.3108
797042,9,0.4892,0.3234
797049,44,0.2435,0.1427
797115,28,0.2946,0.1816
797315,119,0.4764,0.0699
797737,19,0.3608,0.2178
797867,41,0.2509,0.1488
797902,4,0.5771,0.4855
797956,1,1.0,1.0
798095,78,0.4142,0.0906
798145,34,0.4582,0.1541
798511,16,0.3783,0.2413
798756,2,0.757,0.7052
798857,24,0.492,0.1843
798979,7,0.5669,0.3633
799670,11,0.5012,0.2852
799815,18,0.4044,0.2234
799992,35,0.3754,0.1562
800640,34,0.2674,0.1633
800882,1,1.0,1.0
801149,9,0.4196,0.3237
801430,1,1.0,1.0
801733,41,0.5906,0.1255
801836,114,0.4501,0.0799
802190,21,0.3038,0.212
802228,72,0.2675,0.1068
802324,5,0.5997,0.4302
802651,4,0.5976,0.4953
802978,20,0.3427,0.2137
803030,18,0.3431,0.2219
803177,16,0.704,0.2005
803362,17,0.3954,0.2254
803554,43,0.2919,0.1441
803918,17,0.3568,0.2326
803936,39,0.4447,0.1447
804371,13,0.4263,0.2646
804385,41,0.2726,0.1482
804603,29,0.642,0.1487
804668,52,0.2159,0.1332
804871,8,0.4942,0.3425
805116,118,0.2527,0.0819
805829,41,0.416,0.1348
805874,11,0.3795,0.2914
805999,26,0.3361,0.1884
806864,28,0.3143,0.1805
807429,10,0.4666,0.3051
807816,60,0.4508,0.1176
808053,62,0.2747,0.1189
808332,5,0.5579,0.4314
808374,21,0.3041,0.2089
808550,60,0.4422,0.1131
808551,8,0.4473,0.347
808894,6,0.5862,0.3888
809110,4,0.5825,0.4897
810030,15,0.6295,0.226
810399,10,0.4362,0.3093
810615,35,0.2417,0.1608
810814,17,0.3878,0.2327
810973,8,0.4806,0.3417
811460,12,0.4403,0.2809
811647,5,0.6278,0.43
811910,14,0.4577,0.2557
811996,32,0.2754,0.165
812551,58,0.4264,0.109
812816,21,0.3194,0.207
812982,44,0.3719,0.1429
813138,53,0.1941,0.1325
813380,36,0.39,0.145
813800,11,0.4428,0.286
813814,12,0.4267,0.2753
814182,34,0.2617,0.165
814235,11,0.4466,0.2827
814465,20,0.6693,0.1794
814504,16,0.3748,0.2404
814681,16,0.3709,0.2382
814906,9,0.4821,0.3115
814971,15,0.3281,0.2548
815038,16,0.3336,0.2431
815131,15,0.4534,0.2431
815248,3,0.6078,0.5761
815351,23,0.3193,0.201
816044,46,0.2245,0.1393
816189,57,0.1932,0.1273
816205,19,0.364,0.2174
816235,133,0.4404,0.066
816275,29,0.3677,0.1763
816443,68,0.5248,0.1001
816691,87,0.5545,0.0861
816914,74,0.3083,0.1078
817063,38,0.2491,0.1542
817146,60,0.285,0.1216
817184,116,0.2912,0.0856
817220,32,0.3083,0.1645
817269,17,0.4237,0.2326
817677,52,0.3628,0.1212
817713,10,0.4148,0.3098
817862,26,0.3077,0.1864
818088,87,0.6667,0.0811
818152,43,0.2499,0.1446
818161,17,0.3195,0.235
818496,20,0.3141,0.2149
818614,11,0.4059,0.2959
818697,6,0.4794,0.405
818800,112,0.1763,0.0904
818996,18,0.4848,0.2207
819084,27,0.3263,0.1841
819856,28,0.4561,0.1666
819892,6,0.6019,0.3837
820284,4,0.5323,0.499
820462,56,0.3676,0.1229
820470,128,0.408,0.0699
820703,41,0.2352,0.1484
820792,1,1.0,1.0
821649,27,0.4556,0.1729
821672,24,0.2797,0.1974
821716,42,0.234,0.1473
821723,63,0.4288,0.1093
821740,6,0.6672,0.3814
822055,12,0.4003,0.281
822222,7,0.4383,0.369
822295,17,0.3936,0.234
822348,3,0.7024,0.5383
822460,14,0.3773,0.2563
822953,45,0.5375,0.1282
823152,46,0.2266,0.1406
823678,1,1.0,1.0
823808,55,0.2913,0.1263
824392,23,0.2754,0.2038
824502,2,0.8845,0.6755
824513,18,0.5693,0.2131
824521,17,0.3991,0.2304
824818,25,0.3035,0.1901
824876,14,0.4386,0.2571
825109,24,0.3951,0.1928
825298,38,0.3377,0.1532
825460,19,0.3261,0.2202
825578,29,0.2848,0.1774
825968,37,0.3554,0.1543
826431,13,0.473,0.2639
826540,4,0.6747,0.4843
826585,21,0.5902,0.1859
826852,7,0.5403,0.3641
827017,11,0.4327,0.2922
827503,33,0.4158,0.1579
827671,78,0.4145,0.1003
827707,24,0.4791,0.1923
827709,30,0.3875,0.1717
827728,56,0.1906,0.1268
827838,35,0.3706,0.1577
827955,14,0.5081,0.2477
827957,29,0.4008,0.1723
828150,52,0.219,0.1325
828275,23,0.331,0.2009
828492,61,0.4908,0.0994
828617,26,0.3495,0.1865
828690,44,0.4845,0.1376
828747,5,0.6214,0.4165
829143,60,0.2207,0.1241
829191,8,0.4449,0.3436
829214,16,0.4661,0.2304
829507,27,0.3109,0.1826
829882,18,0.5914,0.2116
830114,49,0.2042,0.1374
830478,25,0.5019,0.1802
830518,14,0.4213,0.2546
830744,2,0.7432,0.7061
830778,27,0.2974,0.1854
830843,15,0.3386,0.2515
831155,26,0.3886,0.1853
831706,100,0.691,0.0733
831805,26,0.5356,0.1748
831822,9,0.5903,0.304
831913,41,0.2296,0.1503
832396,5,0.5679,0.4241
832633,14,0.4261,0.2527
832685,1,1.0,1.0
833249,44,0.3784,0.132
833294,26,0.2865,0.1907
833622,7,0.5487,0.3607
833708,19,0.3613,0.2174
834135,37,0.2518,0.1572
834165,10,0.4011,0.3111
834611,9,0.4934,0.3173
834778,19,0.3605,0.2189
834895,35,0.2809,0.1628
835007,8,0.4412,0.3482
835396,7,0.6006,0.3583
835562,43,0.4864,0.1246
835706,28,0.3615,0.1786
835708,9,0.5258,0.3142
835739,58,0.2435,0.1239
835850,40,0.2781,0.1502
835901,59,0.3846,0.1184
835935,33,0.4396,0.1522
836079,1,1.0,1.0
836162,22,0.31,0.2048
836453,18,0.3334,0.2273
836712,3,0.6889,0.552
836723,45,0.295,0.1415
836800,19,0.3827,0.2148
836921,20,0.3038,0.2164
837150,17,0.3331,0.2327
837230,40,0.2998,0.1462
837310,35,0.2605,0.1616
838142,40,0.3872,0.1493
838208,3,0.7156,0.5675
