group_id,neighbor_rank,neighbor_group_id,similarity
85,13,18952,0.8445
85,14,13573,0.8445
85,15,15435,0.8442
85,16,16167,0.8442
85,17,8452,0.809
85,18,3311,0.809
85,19,2878,0.809
85,20,18021,0.809
87,1,85,1.0
87,2,9128,0.9645
87,3,16079,0.9089
87,4,13976,0.9089
87,5,12370,0.8846
87,6,6434,0.8628
87,7,9033,0.8628
87,8,12620,0.8628
87,9,13998,0.8621
87,10,12652,0.8621
87,11,3585,0.8621
87,12,19814,0.8621
87,13,18952,0.8445
87,14,13573,0.8445
87,15,15435,0.8442
87,16,16167,0.8442
87,17,8452,0.809
87,18,3311,0.809
87,19,2878,0.809
87,20,18021,0.809
88,1,18021,0.7887
88,2,8452,0.7887
88,3,2878,0.7887
88,4,3311,0.7887
88,5,5218,0.7478
88,6,21273,0.741
88,7,12370,0.7213
88,8,4290,0.7077
88,9,12067,0.6569
88,10,94,0.6465
88,11,85,0.6381
88,12,87,0.6381
88,13,9128,0.6154
88,14,45655,0.6142
88,15,2891,0.6142
88,16,4871,0.6116
88,17,10509,0.6099
88,18,6475,0.5975
88,19,26238,0.582
88,20,16079,0.5799
90,1,6113,0.7241
90,2,8208,0.7237
90,3,17634,0.7227
90,4,6196,0.626
90,5,32862,0.605
90,6,103,0.6
90,7,24461,0.5978
90,8,6728,0.5938
90,9,18650,0.5867
90,10,13892,0.5764
90,11,11669,0.5733
90,12,32872,0.5709
90,13,15023,0.5621
90,14,10273,0.5462
90,15,113,0.5444
90,16,44305,0.5425
90,17,52305,0.5368
90,18,6475,0.5349
90,19,5218,0.5268
90,20,11838,0.5262
91,1,16663,0.7846
91,2,13888,0.7418
91,3,28183,0.7267
91,4,16451,0.7213
91,5,7873,0.714
91,6,2716,0.7017
91,7,50725,0.7005
91,8,2217,0.6985
91,9,4551,0.6959
91,10,104,0.6853
91,11,7860,0.684
91,12,32025,0.6805
91,13,15023,0.6757
91,14,93,0.6713
91,15,240,0.6712
91,16,6728,0.6668
91,17,36515,0.666
91,18,15823,0.6635
91,19,28219,0.6571
91,20,7408,0.6571
92,1,759,0.7735
92,2,43789,0.7339
92,3,19842,0.732
92,4,24020,0.7123
92,5,28408,0.7083
92,6,113,0.703
92,7,52305,0.6955
92,8,3303,0.6952
92,9,109,0.6932
92,10,10105,0.6867
92,11,2217,0.6747
92,12,2541,0.6653
92,13,10758,0.6607
92,14,117,0.6598
92,15,16043,0.6493
92,16,10273,0.6462
92,17,4513,0.6431
92,18,8208,0.6384
92,19,41985,0.6362
92,20,6728,0.6321
93,1,28183,0.8206
93,2,18304,0.7963
93,3,240,0.7789
93,4,2716,0.7551
93,5,34271,0.7447
93,6,16663,0.7427
93,7,36515,0.7398
93,8,2217,0.7381
93,9,16957,0.723
93,10,4551,0.7165
93,11,3966,0.7118
93,12,11330,0.7044
93,13,15823,0.7038
93,14,50725,0.7009
93,15,104,0.693
93,16,28219,0.6881
93,17,17180,0.6881
93,18,7408,0.6881
93,19,14093,0.6811
93,20,19270,0.681
94,1,13138,0.8674
94,2,16167,0.7848
94,3,15435,0.7848
94,4,12652,0.7686
94,5,19814,0.7686
94,6,3585,0.7686
94,7,13998,0.7686
94,8,11307,0.7571
94,9,12370,0.749
94,10,26238,0.714
94,11,22300,0.6932
94,12,15573,0.6639
94,13,87,0.6625
94,14,85,0.6625
94,15,14173,0.6615
94,16,2522,0.6615
94,17,15439,0.6615
94,18,88,0.6465
94,19,9128,0.639
94,20,4871,0.6351
99,1,22591,1.0
99,2,10444,0.8934
99,3,7764,0.8615
99,4,12620,0.8605
99,5,9033,0.8605
99,6,6434,0.8605
99,7,14754,0.8435
99,8,18250,0.8207
99,9,24897,0.8104
99,10,14496,0.8093
99,11,10509,0.8082
99,12,27365,0.7619
99,13,115,0.7619
99,14,2701,0.758
99,15,45655,0.6862
99,16,4735,0.6828
99,17,21128,0.6627
99,18,13900,0.6553
99,19,3095,0.6553
99,20,13973,0.6543
101,1,13973,0.8444
101,2,15435,0.7562
101,3,16167,0.7562
101,4,14754,0.7538
101,5,12620,0.7293
101,6,9033,0.7293
101,7,6434,0.7293
101,8,8819,0.7281
101,9,14696,0.708
101,10,24897,0.6818
101,11,22300,0.6659
101,12,115,0.6457
101,13,27365,0.6457
101,14,11307,0.6412
101,15,8291,0.6344
101,16,6086,0.6272
101,17,94,0.5935
101,18,45655,0.5816
101,19,13138,0.5786
101,20,30119,0.5752
102,1,121,1.0
102,2,122,1.0
102,3,102,1.0
102,4,8585,1.0
102,5,4506,1.0
102,6,2166,1.0
102,7,14177,1.0
102,8,120,0.7907
102,9,14496,0.6898
102,10,24897,0.6889
102,11,103,0.6612
102,12,5849,0.6597
102,13,21128,0.5648
102,14,99,0.5582
102,15,22591,0.5582
102,16,14173,0.5575
102,17,15439,0.5575
102,18,2522,0.5575
102,19,13900,0.5571
102,20,3095,0.5571
103,1,40948,0.7502
103,2,121,0.6612
103,3,84,0.6612
103,4,122,0.6612
103,5,8585,0.6612
103,6,14177,0.6612
103,7,2166,0.6612
103,8,102,0.6612
103,9,4506,0.6612
103,10,90,0.6
103,11,5218,0.5885
103,12,45655,0.5793
103,13,2891,0.5793
103,14,22565,0.5712
103,15,47733,0.5626
103,16,12067,0.5492
103,17,88,0.5372
103,18,83,0.5263
103,19,120,0.5228
103,20,21273,0.507
104,1,28183,0.8326
104,2,240,0.8316
104,3,2217,0.7768
104,4,15023,0.7708
104,5,6930,0.7702
104,6,28350,0.7697
104,7,19270,0.769
104,8,13163,0.7642
104,9,50725,0.7633
104,10,2716,0.7592
104,11,18304,0.7584
104,12,85118,0.7429
104,13,11330,0.7354
104,14,10758,0.7303
104,15,60091,0.7283
104,16,2541,0.725
104,17,4513,0.7077
104,18,46345,0.7071
104,19,16451,0.7056
104,20,36515,0.7012
107,1,14173,0.7303
107,2,15439,0.7303
107,3,2522,0.7303
107,4,758,0.7122
107,5,2822,0.6386
107,6,13438,0.6386
107,7,6913,0.6386
107,8,7764,0.6299
107,9,19814,0.6286
107,10,13998,0.6286
107,11,12652,0.6286
107,12,3585,0.6286
107,13,246,0.5997
107,14,16831,0.5804
107,15,2701,0.5543
107,16,13900,0.5441
107,17,3095,0.5441
107,18,52305,0.5435
107,19,15573,0.5426
107,20,41985,0.5305
108,1,34057,0.7519
108,2,38169,0.7353
108,3,8565,0.7278
108,4,17464,0.7056
108,5,9851,0.6612
108,6,26238,0.6542
108,7,28350,0.6515
108,8,4801,0.6496
108,9,2823,0.6446
108,10,6196,0.6412
108,11,57641,0.6306
108,12,9033,0.6288
108,13,12620,0.6288
108,14,6434,0.6288
108,15,19443,0.6265
108,16,60091,0.6213
108,17,18400,0.6166
108,18,6279,0.615
108,19,12370,0.6133
108,20,10444,0.6056
109,1,28408,0.8305
109,2,10758,0.8282
109,3,19842,0.7903
109,4,11669,0.7827
109,5,52305,0.7301
109,6,20327,0.723
109,7,4513,0.7139
109,8,2541,0.7002
109,9,92,0.6932
109,10,124,0.6824
109,11,16663,0.6802
109,12,37485,0.6767
109,13,28183,0.6716
109,14,240,0.6668
109,15,16043,0.6574
109,16,15023,0.6565
109,17,19908,0.6478
109,18,41985,0.6426
109,19,3303,0.6379
109,20,24020,0.6327
110,1,5849,0.8214
110,2,24897,0.7867
110,3,120,0.7065
110,4,4735,0.7033
110,5,22565,0.6969
110,6,82,0.673
110,7,15190,0.6587
110,8,31879,0.6483
110,9,99,0.6375
110,10,22591,0.6375
110,11,119,0.6369
110,12,3095,0.6362
110,13,13900,0.6362
110,14,13973,0.6352
110,15,335,0.6173
110,16,117,0.5931
110,17,18952,0.5853
110,18,13573,0.5853
110,19,15036,0.5847
110,20,5763,0.5759
113,1,3303,0.7928
113,2,11838,0.79
113,3,2541,0.7619
113,4,35807,0.7346
113,5,32872,0.7328
113,6,10105,0.7199
113,7,11669,0.7132
113,8,92,0.703
113,9,6728,0.6942
113,10,43345,0.6874
113,11,20327,0.6723
113,12,12521,0.6658
113,13,15023,0.654
113,14,24020,0.6494
113,15,4513,0.6407
113,16,40983,0.6353
113,17,17634,0.6248
113,18,54832,0.6227
113,19,2266,0.6124
113,20,6196,0.6114
114,1,14537,0.8224
114,2,246,0.8203
114,3,13998,0.7826
114,4,19814,0.7826
114,5,3585,0.7826
114,6,12652,0.7826
114,7,13138,0.7476
114,8,83,0.7235
114,9,117,0.7228
114,10,27365,0.7061
114,11,115,0.7061
114,12,247,0.6959
114,13,13148,0.6853
114,14,15573,0.676
114,15,87,0.6746
114,16,85,0.6746
114,17,14173,0.6736
114,18,15439,0.6736
114,19,2522,0.6736
114,20,29174,0.6709
115,1,27365,1.0
115,2,45655,0.9006
115,3,12620,0.8855
115,4,6434,0.8855
115,5,9033,0.8855
115,6,15190,0.8394
115,7,14118,0.7855
115,8,6086,0.7778
115,9,13973,0.7647
115,10,87,0.764
115,11,85,0.764
115,12,22591,0.7619
115,13,99,0.7619
115,14,29174,0.7598
115,15,4290,0.7597
115,16,14576,0.7548
115,17,9128,0.7369
115,18,5218,0.7316
115,19,22565,0.711
115,20,114,0.7061
117,1,22565,0.851
117,2,31879,0.7723
117,3,114,0.7228
117,4,41985,0.7214
117,5,40983,0.7187
117,6,10482,0.7163
117,7,3369,0.7061
117,8,14576,0.7045
117,9,14537,0.7038
117,10,45655,0.7034
117,11,15282,0.7025
117,12,26238,0.6878
117,13,37485,0.6734
117,14,79126,0.6726
117,15,8819,0.6702
117,16,92,0.6598
117,17,15190,0.6567
117,18,83,0.64
117,19,43789,0.6368
117,20,11330,0.6288
119,1,120,0.8333
119,2,5849,0.7754
119,3,110,0.6369
119,4,82,0.6353
119,5,335,0.5827
119,6,18952,0.5525
119,7,13573,0.5525
119,8,5763,0.5436
119,9,10482,0.5273
119,10,14177,0.5116
119,11,121,0.5116
119,12,122,0.5116
119,13,2166,0.5116
119,14,8585,0.5116
119,15,102,0.5116
119,16,84,0.5116
119,17,4506,0.5116
119,18,22300,0.4864
119,19,23962,0.4641
119,20,4735,0.448
120,1,5849,0.86
120,2,119,0.8333
120,3,121,0.7907
120,4,84,0.7907
120,5,122,0.7907
120,6,2166,0.7907
120,7,4506,0.7907
120,8,8585,0.7907
120,9,102,0.7907
120,10,14177,0.7907
120,11,110,0.7065
120,12,82,0.7046
120,13,13573,0.6129
120,14,18952,0.6129
120,15,5763,0.603
120,16,10482,0.5849
120,17,14496,0.5454
120,18,24897,0.5447
120,19,22300,0.5395
120,20,103,0.5228
121,1,121,1.0
121,2,122,1.0
121,3,102,1.0
121,4,8585,1.0
121,5,4506,1.0
121,6,2166,1.0
121,7,14177,1.0
121,8,120,0.7907
121,9,14496,0.6898
121,10,24897,0.6889
121,11,103,0.6612
121,12,5849,0.6597
121,13,21128,0.5648
121,14,99,0.5582
121,15,22591,0.5582
121,16,14173,0.5575
121,17,15439,0.5575
121,18,2522,0.5575
121,19,13900,0.5571
121,20,3095,0.5571
122,1,121,1.0
122,2,122,1.0
122,3,102,1.0
122,4,8585,1.0
122,5,4506,1.0
122,6,2166,1.0
122,7,14177,1.0
122,8,120,0.7907
122,9,14496,0.6898
122,10,24897,0.6889
122,11,103,0.6612
122,12,5849,0.6597
122,13,21128,0.5648
122,14,99,0.5582
122,15,22591,0.5582
122,16,14173,0.5575
122,17,15439,0.5575
122,18,2522,0.5575
122,19,13900,0.5571
122,20,3095,0.5571
124,1,10758,0.7414
124,2,28408,0.7328
124,3,758,0.6967
124,4,109,0.6824
124,5,19842,0.6791
124,6,39841,0.6769
124,7,24020,0.6746
124,8,36515,0.6739
124,9,17464,0.6707
124,10,13163,0.6674
124,11,7860,0.6673
124,12,16043,0.6673
124,13,2716,0.6664
124,14,240,0.6644
124,15,28183,0.6625
124,16,2541,0.6602
124,17,11330,0.6592
124,18,83,0.6522
124,19,37485,0.6429
124,20,57641,0.6367
125,1,2636,0.6207
125,2,6531,0.5964
125,3,4901,0.5831
125,4,81245,0.5566
125,5,13874,0.547
125,6,14748,0.5171
125,7,53071,0.4933
125,8,58544,0.4733
125,9,29505,0.4632
125,10,82142,0.3966
125,11,27511,0.3911
125,12,1885,0.3856
125,13,48823,0.3188
125,14,60077,0.2512
125,15,69282,0.2477
125,16,42209,0.22
125,17,56285,0.2192
125,18,40634,0.2095
125,19,1064,0.2079
125,20,26990,0.1951
126,1,22426,0.827
126,2,12845,0.8106
126,3,5190,0.8106
126,4,3719,0.7802
126,5,24322,0.7026
126,6,20751,0.6558
126,7,33372,0.6416
126,8,4938,0.6105
126,9,28568,0.5978
126,10,29756,0.5969
126,11,44795,0.59
126,12,46323,0.5687
126,13,2805,0.5653
126,14,2239,0.5297
126,15,4598,0.5288
126,16,2886,0.5029
126,17,77,0.4778
126,18,3626,0.4778
126,19,20421,0.4778
126,20,11598,0.4778
128,1,13843,0.6217
128,2,15922,0.5954
128,3,23207,0.5269
128,4,5821,0.5237
128,5,131,0.5237
128,6,2253,0.5237
128,7,11393,0.3827
128,8,28514,0.3765
128,9,7876,0.3728
128,10,15010,0.3719
128,11,23250,0.3609
128,12,28969,0.3603
128,13,18487,0.3569
128,14,16008,0.3553
128,15,22851,0.3553
128,16,1126,0.3553
128,17,1123,0.3553
128,18,5134,0.3553
128,19,7237,0.3553
128,20,1124,0.3553
131,1,131,1.0
131,2,5821,1.0
131,3,20890,0.6702
131,4,13843,0.6562
131,5,128,0.5237
131,6,16792,0.5095
131,7,23119,0.4525
131,8,15922,0.4278
131,9,7653,0.4053
131,10,957,0.3915
131,11,23207,0.385
131,12,32712,0.3729
131,13,135,0.3351
131,14,21409,0.3129
131,15,3187,0.2915
131,16,42303,0.2772
131,17,28969,0.2702
131,18,61495,0.2578
131,19,16380,0.2549
131,20,23066,0.2535
132,1,23151,0.7609
132,2,7718,0.7421
132,3,22309,0.6736
132,4,12485,0.5727
132,5,17758,0.5678
132,6,24931,0.5216
132,7,45580,0.5172
132,8,52482,0.494
132,9,88379,0.4618
132,10,10477,0.4184
132,11,37305,0.3576
132,12,46325,0.338
132,13,52401,0.3019
132,14,25820,0.2869
132,15,5997,0.2866
132,16,41406,0.2611
132,17,50693,0.2517
132,18,18092,0.2506
132,19,57423,0.2335
132,20,48414,0.2222
134,1,10236,1.0
134,2,5202,1.0
134,3,25720,0.6884
134,4,10891,0.6884
134,5,9433,0.6884
134,6,21844,0.6801
134,7,5975,0.673
134,8,7773,0.6315
134,9,6339,0.6315
134,10,15097,0.6315
134,11,6847,0.6279
134,12,2834,0.6251
134,13,29627,0.6202
134,14,18297,0.597
134,15,13917,0.597
134,16,3335,0.597
134,17,14947,0.5917
134,18,3890,0.5914
134,19,23665,0.5859
134,20,51888,0.5859
135,1,957,0.584
135,2,45678,0.5355
135,3,14151,0.5285
135,4,19058,0.5062
135,5,8028,0.5002
135,6,28103,0.4949
135,7,22834,0.49
135,8,21409,0.4893
135,9,74659,0.4888
135,10,22508,0.4787
135,11,39193,0.4724
135,12,15210,0.4724
135,13,42446,0.4719
135,14,28535,0.4565
135,15,66500,0.4515
135,16,26570,0.4466
135,17,23806,0.4455
135,18,24595,0.4452
135,19,27024,0.4451
135,20,26062,0.444
136,1,15328,0.7625
136,2,19033,0.7625
136,3,15007,0.7228
136,4,18839,0.7228
136,5,22572,0.6816
136,6,14831,0.6704
136,7,24046,0.6473
136,8,31077,0.6434
136,9,3680,0.6381
136,10,3806,0.6381
136,11,21960,0.6381
136,12,20716,0.6381
136,13,36821,0.6277
136,14,9446,0.6277
136,15,23359,0.6247
136,16,25875,0.6246
136,17,54753,0.6237
136,18,29132,0.6201
136,19,13610,0.6181
136,20,51086,0.6166
137,1,873,0.7705
137,2,48267,0.7545
137,3,36983,0.7342
137,4,875,0.7184
137,5,79996,0.7128
137,6,17630,0.7098
137,7,14190,0.7004
137,8,34378,0.6991
137,9,53054,0.6975
137,10,30960,0.6564
137,11,22679,0.6511
137,12,883,0.6505
137,13,878,0.6505
137,14,879,0.6505
137,15,3148,0.6505
137,16,8310,0.6505
137,17,886,0.6505
137,18,6572,0.6505
137,19,876,0.6505
137,20,881,0.6505
138,1,9305,0.7189
138,2,19432,0.6922
138,3,29253,0.6395
138,4,31413,0.5506
138,5,28020,0.5078
138,6,11845,0.4925
138,7,93862,0.0
138,8,93864,0.0
138,9,93870,0.0
138,10,93874,0.0
138,11,93876,0.0
138,12,93879,0.0
138,13,93918,0.0
138,14,93921,0.0
138,15,93783,0.0
138,16,93794,0.0
138,17,93797,0.0
138,18,93799,0.0
138,19,93802,0.0
138,20,93806,0.0
139,1,93864,0.0
139,2,93870,0.0
139,3,93874,0.0
139,4,93876,0.0
139,5,93879,0.0
139,6,93918,0.0
139,7,93921,0.0
139,8,93783,0.0
139,9,93794,0.0
139,10,93797,0.0
139,11,93799,0.0
139,12,93802,0.0
139,13,93806,0.0
139,14,93812,0.0
139,15,93843,0.0
139,16,93725,0.0
139,17,93728,0.0
139,18,93742,0.0
139,19,93743,0.0
139,20,93747,0.0
140,1,93864,0.0
140,2,93870,0.0
140,3,93874,0.0
140,4,93876,0.0
140,5,93879,0.0
140,6,93918,0.0
140,7,93921,0.0
140,8,93783,0.0
140,9,93794,0.0
140,10,93797,0.0
140,11,93799,0.0
140,12,93802,0.0
140,13,93806,0.0
140,14,93812,0.0
140,15,93843,0.0
140,16,93725,0.0
140,17,93728,0.0
140,18,93742,0.0
140,19,93743,0.0
140,20,93747,0.0
145,1,25261,0.8015
145,2,14288,0.7113
145,3,12291,0.6652
145,4,148,0.6455
145,5,3787,0.6455
145,6,24890,0.6401
145,7,220,0.6068
145,8,19248,0.5154
145,9,15844,0.5061
145,10,5109,0.5045
145,11,6925,0.4898
145,12,6634,0.4877
145,13,6507,0.4768
145,14,16136,0.4751
145,15,10667,0.4747
145,16,146,0.4649
145,17,27467,0.4637
145,18,440,0.4589
145,19,439,0.4589
145,20,2930,0.4589
146,1,3787,0.7202
146,2,148,0.7202
146,3,8776,0.6937
146,4,2943,0.6937
146,5,8156,0.6413
146,6,14288,0.5399
146,7,12291,0.5211
146,8,2563,0.4713
146,9,145,0.4649
146,10,25261,0.4633
146,11,5951,0.429
146,12,1915,0.4141
146,13,2189,0.3533
146,14,28558,0.3287
146,15,14275,0.1895
146,16,35889,0.1728
146,17,38045,0.1506
146,18,4632,0.143
146,19,1256,0.1378
146,20,1257,0.1009
148,1,148,1.0
148,2,14288,0.7496
148,3,12291,0.7235
148,4,146,0.7202
148,5,145,0.6455
148,6,25261,0.6433
148,7,2189,0.4906
148,8,28558,0.4564
148,9,93862,0.0
148,10,93864,0.0
148,11,93870,0.0
148,12,93874,0.0
148,13,93876,0.0
148,14,93879,0.0
148,15,93918,0.0
148,16,93921,0.0
148,17,93783,0.0
148,18,93794,0.0
148,19,93797,0.0
148,20,93799,0.0
